id,kind,label,layer,metrics,path,summary,tags
file:outputs/catalyst_response_submission_kit/catalyst_response_submission_kit_metrics.json,referenced_path,catalyst_response_submission_kit_metrics.json,generated_artifact,{},outputs/catalyst_response_submission_kit/catalyst_response_submission_kit_metrics.json,,"[""catalyst"", ""kit"", ""metrics"", ""response"", ""submission""]"
file:outputs/catalyst_response_submission_kit/focused_catalyst_response_schema.json,referenced_path,focused_catalyst_response_schema.json,generated_artifact,{},outputs/catalyst_response_submission_kit/focused_catalyst_response_schema.json,,"[""catalyst"", ""focused"", ""response"", ""schema""]"
file:outputs/catalyst_response_submission_kit/focused_catalyst_response_template.json,referenced_path,focused_catalyst_response_template.json,generated_artifact,{},outputs/catalyst_response_submission_kit/focused_catalyst_response_template.json,,"[""catalyst"", ""focused"", ""response"", ""template""]"
file:outputs/catalyst_response_submission_kit/focused_catalyst_response_template.json_,referenced_path,focused_catalyst_response_template.json_,generated_artifact,{},outputs/catalyst_response_submission_kit/focused_catalyst_response_template.json_,,"[""catalyst"", ""focused"", ""response"", ""template""]"
file:outputs/catalyst_response_submission_kit/focused_to_full_response_merge_plan.json,referenced_path,focused_to_full_response_merge_plan.json,generated_artifact,{},outputs/catalyst_response_submission_kit/focused_to_full_response_merge_plan.json,,"[""focused"", ""full"", ""merge"", ""plan"", ""response"", ""to""]"
file:outputs/catalyst_slice_r7_patch_candidate/catalyst_slice_r7_patch_candidate_metrics.json,referenced_path,catalyst_slice_r7_patch_candidate_metrics.json,generated_artifact,{},outputs/catalyst_slice_r7_patch_candidate/catalyst_slice_r7_patch_candidate_metrics.json,,"[""candidate"", ""catalyst"", ""metrics"", ""patch"", ""r7"", ""slice""]"
file:outputs/catalyst_slice_r7_patch_candidate/r7_patch_candidate_package,referenced_path,r7_patch_candidate_package,generated_artifact,{},outputs/catalyst_slice_r7_patch_candidate/r7_patch_candidate_package,,"[""candidate"", ""package"", ""patch"", ""r7""]"
file:outputs/claim_specific_field_package/claim_specific_field_package_metrics.json,referenced_path,claim_specific_field_package_metrics.json,generated_artifact,{},outputs/claim_specific_field_package/claim_specific_field_package_metrics.json,,"[""claim"", ""field"", ""metrics"", ""package"", ""specific""]"
file:outputs/closed_loop_robustness/closed_loop_robustness.md,referenced_path,closed_loop_robustness.md,generated_artifact,{},outputs/closed_loop_robustness/closed_loop_robustness.md,,"[""closed"", ""loop"", ""robustness""]"
file:outputs/control_guardrail_backpropagation/,referenced_path,control_guardrail_backpropagation,generated_artifact,{},outputs/control_guardrail_backpropagation/,,"[""backpropagation"", ""control"", ""guardrail""]"
file:outputs/control_guardrail_backpropagation/control_guardrail_backpropagation_metrics.json,referenced_path,control_guardrail_backpropagation_metrics.json,generated_artifact,{},outputs/control_guardrail_backpropagation/control_guardrail_backpropagation_metrics.json,,"[""backpropagation"", ""control"", ""guardrail"", ""metrics""]"
file:outputs/control_guardrail_backpropagation_report/control_guardrail_backpropagation_report.md,referenced_path,control_guardrail_backpropagation_report.md,generated_artifact,{},outputs/control_guardrail_backpropagation_report/control_guardrail_backpropagation_report.md,,"[""backpropagation"", ""control"", ""guardrail"", ""report""]"
file:outputs/control_replay_counterfactual_stress/control_replay_stress_metrics.json,referenced_path,control_replay_stress_metrics.json,generated_artifact,{},outputs/control_replay_counterfactual_stress/control_replay_stress_metrics.json,,"[""control"", ""metrics"", ""replay"", ""stress""]"
file:outputs/control_replay_counterfactual_stress_report/control_replay_counterfactual_stress_report.md,referenced_path,control_replay_counterfactual_stress_report.md,generated_artifact,{},outputs/control_replay_counterfactual_stress_report/control_replay_counterfactual_stress_report.md,,"[""control"", ""counterfactual"", ""replay"", ""report"", ""stress""]"
file:outputs/design_sensitivity/cache/,referenced_path,cache,generated_artifact,{},outputs/design_sensitivity/cache/,,"[""cache""]"
file:outputs/design_sensitivity/design_sensitivity.md,referenced_path,design_sensitivity.md,generated_artifact,{},outputs/design_sensitivity/design_sensitivity.md,,"[""design"", ""sensitivity""]"
file:outputs/engineering_execution_constraints/engineering_constraints_metrics.json,referenced_path,engineering_constraints_metrics.json,generated_artifact,{},outputs/engineering_execution_constraints/engineering_constraints_metrics.json,,"[""constraints"", ""engineering"", ""metrics""]"
file:outputs/field_control_replay_package/field_control_replay_package_preflight.json,referenced_path,field_control_replay_package_preflight.json,generated_artifact,{},outputs/field_control_replay_package/field_control_replay_package_preflight.json,,"[""control"", ""field"", ""package"", ""preflight"", ""replay""]"
file:outputs/field_control_replay_package/field_control_replay_package_template,referenced_path,field_control_replay_package_template,generated_artifact,{},outputs/field_control_replay_package/field_control_replay_package_template,,"[""control"", ""field"", ""package"", ""replay"", ""template""]"
file:outputs/field_control_replay_package/field_control_replay_package_template/,referenced_path,field_control_replay_package_template,generated_artifact,{},outputs/field_control_replay_package/field_control_replay_package_template/,,"[""control"", ""field"", ""package"", ""replay"", ""template""]"
file:outputs/field_missingness_replay_package/field_missingness_replay_package_preflight.json,referenced_path,field_missingness_replay_package_preflight.json,generated_artifact,{},outputs/field_missingness_replay_package/field_missingness_replay_package_preflight.json,,"[""field"", ""missingness"", ""package"", ""preflight"", ""replay""]"
file:outputs/field_missingness_replay_package/field_missingness_replay_package_template,referenced_path,field_missingness_replay_package_template,generated_artifact,{},outputs/field_missingness_replay_package/field_missingness_replay_package_template,,"[""field"", ""missingness"", ""package"", ""replay"", ""template""]"
file:outputs/field_missingness_replay_package/field_missingness_replay_package_template/,referenced_path,field_missingness_replay_package_template,generated_artifact,{},outputs/field_missingness_replay_package/field_missingness_replay_package_template/,,"[""field"", ""missingness"", ""package"", ""replay"", ""template""]"
file:outputs/field_replay_calibration_gate/g6_p6_gate_metrics.json,referenced_path,g6_p6_gate_metrics.json,generated_artifact,{},outputs/field_replay_calibration_gate/g6_p6_gate_metrics.json,,"[""field"", ""g6"", ""gate"", ""metrics"", ""p6"", ""replay""]"
file:outputs/field_replay_evidence_chain/evidence_chain_metrics.json,referenced_path,evidence_chain_metrics.json,generated_artifact,{},outputs/field_replay_evidence_chain/evidence_chain_metrics.json,,"[""chain"", ""evidence"", ""field"", ""metrics"", ""replay""]"
file:outputs/field_replay_import/import_acceptance_metrics.json,referenced_path,import_acceptance_metrics.json,generated_artifact,{},outputs/field_replay_import/import_acceptance_metrics.json,,"[""acceptance"", ""field"", ""import"", ""metrics"", ""replay""]"
file:outputs/field_replay_import/import_schema.json,referenced_path,import_schema.json,generated_artifact,{},outputs/field_replay_import/import_schema.json,,"[""field"", ""import"", ""replay"", ""schema""]"
file:outputs/field_replay_import/real_field_package_preflight_metrics.json,referenced_path,real_field_package_preflight_metrics.json,generated_artifact,{},outputs/field_replay_import/real_field_package_preflight_metrics.json,,"[""field"", ""metrics"", ""package"", ""preflight"", ""real"", ""replay""]"
file:outputs/field_replay_import/real_field_package_template,referenced_path,real_field_package_template,generated_artifact,{},outputs/field_replay_import/real_field_package_template,,"[""field"", ""package"", ""real"", ""replay"", ""template""]"
file:outputs/field_replay_import/real_field_package_template/,referenced_path,real_field_package_template,generated_artifact,{},outputs/field_replay_import/real_field_package_template/,,"[""field"", ""package"", ""real"", ""replay"", ""template""]"
file:outputs/field_replay_import/real_field_package_template_preflight_metrics.json,referenced_path,real_field_package_template_preflight_metrics.json,generated_artifact,{},outputs/field_replay_import/real_field_package_template_preflight_metrics.json,,"[""field"", ""metrics"", ""package"", ""preflight"", ""real"", ""replay"", ""template""]"
file:outputs/field_replay_import/synthetic_replay_import_package,referenced_path,synthetic_replay_import_package,generated_artifact,{},outputs/field_replay_import/synthetic_replay_import_package,,"[""field"", ""import"", ""package"", ""replay"", ""synthetic""]"
file:outputs/field_replay_import/synthetic_replay_import_package/,referenced_path,synthetic_replay_import_package,generated_artifact,{},outputs/field_replay_import/synthetic_replay_import_package/,,"[""field"", ""import"", ""package"", ""replay"", ""synthetic""]"
file:outputs/field_supported_kg_edge_package/field_supported_kg_edge_package_preflight.json,referenced_path,field_supported_kg_edge_package_preflight.json,generated_artifact,{},outputs/field_supported_kg_edge_package/field_supported_kg_edge_package_preflight.json,,"[""edge"", ""field"", ""kg"", ""knowledge_graph"", ""package"", ""preflight"", ""supported""]"
file:outputs/field_supported_kg_edge_package/field_supported_kg_edge_package_template,referenced_path,field_supported_kg_edge_package_template,generated_artifact,{},outputs/field_supported_kg_edge_package/field_supported_kg_edge_package_template,,"[""edge"", ""field"", ""kg"", ""knowledge_graph"", ""package"", ""supported"", ""template""]"
file:outputs/field_supported_kg_edge_package/field_supported_kg_edge_package_template/,referenced_path,field_supported_kg_edge_package_template,generated_artifact,{},outputs/field_supported_kg_edge_package/field_supported_kg_edge_package_template/,,"[""edge"", ""field"", ""kg"", ""knowledge_graph"", ""package"", ""supported"", ""template""]"
file:outputs/field_validation_queue_alignment/field_validation_queue_alignment_metrics.json,referenced_path,field_validation_queue_alignment_metrics.json,generated_artifact,{},outputs/field_validation_queue_alignment/field_validation_queue_alignment_metrics.json,,"[""alignment"", ""field"", ""metrics"", ""queue"", ""validation""]"
file:outputs/focused_catalyst_response_merge/,referenced_path,focused_catalyst_response_merge,generated_artifact,{},outputs/focused_catalyst_response_merge/,,"[""catalyst"", ""focused"", ""merge"", ""response""]"
file:outputs/focused_catalyst_response_merge/focused_catalyst_response_merge_preflight.json,referenced_path,focused_catalyst_response_merge_preflight.json,generated_artifact,{},outputs/focused_catalyst_response_merge/focused_catalyst_response_merge_preflight.json,,"[""catalyst"", ""focused"", ""merge"", ""preflight"", ""response""]"
file:outputs/focused_catalyst_response_merge/focused_catalyst_response_repair_work_order.json,referenced_path,focused_catalyst_response_repair_work_order.json,generated_artifact,{},outputs/focused_catalyst_response_merge/focused_catalyst_response_repair_work_order.json,,"[""catalyst"", ""focused"", ""order"", ""repair"", ""response"", ""work""]"
file:outputs/focused_catalyst_response_merge/focused_catalyst_response_source_preflight.json,referenced_path,focused_catalyst_response_source_preflight.json,generated_artifact,{},outputs/focused_catalyst_response_merge/focused_catalyst_response_source_preflight.json,,"[""catalyst"", ""focused"", ""preflight"", ""response"", ""source""]"
file:outputs/focused_catalyst_response_merge/merged_full_field_activation_response_candidate.json,referenced_path,merged_full_field_activation_response_candidate.json,generated_artifact,{},outputs/focused_catalyst_response_merge/merged_full_field_activation_response_candidate.json,,"[""activation"", ""candidate"", ""field"", ""full"", ""merged"", ""response""]"
file:outputs/full_chain/full_chain_report.md,referenced_path,full_chain_report.md,generated_artifact,{},outputs/full_chain/full_chain_report.md,,"[""chain"", ""full"", ""report""]"
file:outputs/grey_box_calibration_package/grey_box_calibration_collection_work_order.json,referenced_path,grey_box_calibration_collection_work_order.json,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_calibration_collection_work_order.json,,"[""box"", ""calibration"", ""collection"", ""grey"", ""order"", ""work""]"
file:outputs/grey_box_calibration_package/grey_box_calibration_package_preflight.json,referenced_path,grey_box_calibration_package_preflight.json,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_calibration_package_preflight.json,,"[""box"", ""calibration"", ""grey"", ""package"", ""preflight""]"
file:outputs/grey_box_calibration_package/grey_box_calibration_package_template,referenced_path,grey_box_calibration_package_template,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_calibration_package_template,,"[""box"", ""calibration"", ""grey"", ""package"", ""template""]"
file:outputs/grey_box_calibration_package/grey_box_calibration_package_template/,referenced_path,grey_box_calibration_package_template,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_calibration_package_template/,,"[""box"", ""calibration"", ""grey"", ""package"", ""template""]"
file:outputs/grey_box_calibration_package/grey_box_calibration_package_template/batch_inlet_outlet_lab.csv,referenced_path,batch_inlet_outlet_lab.csv,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_calibration_package_template/batch_inlet_outlet_lab.csv,,"[""batch"", ""inlet"", ""lab"", ""outlet""]"
file:outputs/grey_box_calibration_package/grey_box_calibration_package_template/byproduct_panel.csv,referenced_path,byproduct_panel.csv,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_calibration_package_template/byproduct_panel.csv,,"[""byproduct"", ""panel""]"
file:outputs/grey_box_calibration_package/grey_box_calibration_package_template/catalyst_age_regeneration_log.csv,referenced_path,catalyst_age_regeneration_log.csv,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_calibration_package_template/catalyst_age_regeneration_log.csv,,"[""age"", ""catalyst"", ""log"", ""regeneration""]"
file:outputs/grey_box_calibration_package/grey_box_calibration_package_template/hydraulic_rtd_or_tracer.csv,referenced_path,hydraulic_rtd_or_tracer.csv,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_calibration_package_template/hydraulic_rtd_or_tracer.csv,,"[""hydraulic"", ""or"", ""rtd"", ""tracer""]"
file:outputs/grey_box_calibration_package/grey_box_calibration_package_template/oxidant_dose_residual_log.csv,referenced_path,oxidant_dose_residual_log.csv,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_calibration_package_template/oxidant_dose_residual_log.csv,,"[""dose"", ""log"", ""oxidant"", ""residual""]"
file:outputs/grey_box_calibration_package/grey_box_field_calibration_summary.json,referenced_path,grey_box_field_calibration_summary.json,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_field_calibration_summary.json,,"[""box"", ""calibration"", ""field"", ""grey"", ""summary""]"
file:outputs/grey_box_calibration_package/grey_box_submission_readiness_gate.json,referenced_path,grey_box_submission_readiness_gate.json,generated_artifact,{},outputs/grey_box_calibration_package/grey_box_submission_readiness_gate.json,,"[""box"", ""gate"", ""grey"", ""readiness"", ""submission""]"
file:outputs/grey_box_dynamic_latency/latency_budget_metrics.json,referenced_path,latency_budget_metrics.json,generated_artifact,{},outputs/grey_box_dynamic_latency/latency_budget_metrics.json,,"[""budget"", ""latency"", ""metrics""]"
file:outputs/knowledge_graph_reasoning/kg_reasoning_metrics.json,referenced_path,kg_reasoning_metrics.json,generated_artifact,{},outputs/knowledge_graph_reasoning/kg_reasoning_metrics.json,,"[""kg"", ""knowledge_graph"", ""metrics"", ""reasoning""]"
file:outputs/main_chain_reconnection/main_chain_reconnection_metrics.json,referenced_path,main_chain_reconnection_metrics.json,generated_artifact,{},outputs/main_chain_reconnection/main_chain_reconnection_metrics.json,,"[""chain"", ""main"", ""metrics"", ""reconnection""]"
file:outputs/matrix_shock_fast_proxy/fast_proxy_metrics.json,referenced_path,fast_proxy_metrics.json,generated_artifact,{},outputs/matrix_shock_fast_proxy/fast_proxy_metrics.json,,"[""fast"", ""metrics"", ""proxy""]"
file:outputs/minimal_grey_box_physics/grey_box_physics_metrics.json,referenced_path,grey_box_physics_metrics.json,generated_artifact,{},outputs/minimal_grey_box_physics/grey_box_physics_metrics.json,,"[""box"", ""grey"", ""metrics"", ""physics""]"
file:outputs/model_core_governance/core_interface_consolidation.json,referenced_path,core_interface_consolidation.json,generated_artifact,{},outputs/model_core_governance/core_interface_consolidation.json,,"[""consolidation"", ""core"", ""interface""]"
file:outputs/model_core_governance/core_score_termination_gate.json,referenced_path,core_score_termination_gate.json,generated_artifact,{},outputs/model_core_governance/core_score_termination_gate.json,,"[""core"", ""gate"", ""score"", ""termination""]"
file:outputs/model_core_governance/external_activation_contract.json,referenced_path,external_activation_contract.json,generated_artifact,{},outputs/model_core_governance/external_activation_contract.json,,"[""activation"", ""contract"", ""external""]"
file:outputs/model_core_governance/external_activation_operator_action_packet.json,referenced_path,external_activation_operator_action_packet.json,generated_artifact,{},outputs/model_core_governance/external_activation_operator_action_packet.json,,"[""action"", ""activation"", ""external"", ""operator"", ""packet""]"
file:outputs/model_core_governance/external_activation_router.json,referenced_path,external_activation_router.json,generated_artifact,{},outputs/model_core_governance/external_activation_router.json,,"[""activation"", ""external"", ""router""]"
file:outputs/model_core_governance/external_package_acquisition_maturity_gate.json,referenced_path,external_package_acquisition_maturity_gate.json,generated_artifact,{},outputs/model_core_governance/external_package_acquisition_maturity_gate.json,,"[""acquisition"", ""external"", ""gate"", ""maturity"", ""package""]"
file:outputs/model_core_governance/external_package_operator_action_packet.json,referenced_path,external_package_operator_action_packet.json,generated_artifact,{},outputs/model_core_governance/external_package_operator_action_packet.json,,"[""action"", ""external"", ""operator"", ""package"", ""packet""]"
file:outputs/model_core_governance/external_package_readiness_board.json,referenced_path,external_package_readiness_board.json,generated_artifact,{},outputs/model_core_governance/external_package_readiness_board.json,,"[""board"", ""external"", ""package"", ""readiness""]"
file:outputs/model_core_governance/field_activation_downstream_path_endpoint_preview.json,referenced_path,field_activation_downstream_path_endpoint_preview.json,generated_artifact,{},outputs/model_core_governance/field_activation_downstream_path_endpoint_preview.json,,"[""activation"", ""downstream"", ""endpoint"", ""field"", ""path"", ""preview""]"
file:outputs/model_core_governance/field_activation_downstream_r7_preview.json,referenced_path,field_activation_downstream_r7_preview.json,generated_artifact,{},outputs/model_core_governance/field_activation_downstream_r7_preview.json,,"[""activation"", ""downstream"", ""field"", ""preview"", ""r7""]"
file:outputs/model_core_governance/field_activation_external_readiness_gate.json,referenced_path,field_activation_external_readiness_gate.json,generated_artifact,{},outputs/model_core_governance/field_activation_external_readiness_gate.json,,"[""activation"", ""external"", ""field"", ""gate"", ""readiness""]"
file:outputs/model_core_governance/field_activation_materialized_package_preflight.json,referenced_path,field_activation_materialized_package_preflight.json,generated_artifact,{},outputs/model_core_governance/field_activation_materialized_package_preflight.json,,"[""activation"", ""field"", ""materialized"", ""package"", ""preflight""]"
file:outputs/model_core_governance/field_activation_matrix.json,referenced_path,field_activation_matrix.json,generated_artifact,{},outputs/model_core_governance/field_activation_matrix.json,,"[""activation"", ""field"", ""matrix""]"
file:outputs/model_core_governance/field_activation_package_assembly_plan.json,referenced_path,field_activation_package_assembly_plan.json,generated_artifact,{},outputs/model_core_governance/field_activation_package_assembly_plan.json,,"[""activation"", ""assembly"", ""field"", ""package"", ""plan""]"
file:outputs/model_core_governance/field_activation_package_staging_manifest.json,referenced_path,field_activation_package_staging_manifest.json,generated_artifact,{},outputs/model_core_governance/field_activation_package_staging_manifest.json,,"[""activation"", ""field"", ""manifest"", ""package"", ""staging""]"
file:outputs/model_core_governance/field_activation_response_coherence_audit.json,referenced_path,field_activation_response_coherence_audit.json,generated_artifact,{},outputs/model_core_governance/field_activation_response_coherence_audit.json,,"[""activation"", ""audit"", ""coherence"", ""field"", ""response""]"
file:outputs/model_core_governance/field_activation_response_completion_ledger.json,referenced_path,field_activation_response_completion_ledger.json,generated_artifact,{},outputs/model_core_governance/field_activation_response_completion_ledger.json,,"[""activation"", ""completion"", ""field"", ""ledger"", ""response""]"
file:outputs/model_core_governance/field_activation_response_focus_handoff.json,referenced_path,field_activation_response_focus_handoff.json,generated_artifact,{},outputs/model_core_governance/field_activation_response_focus_handoff.json,,"[""activation"", ""field"", ""focus"", ""handoff"", ""response""]"
file:outputs/model_core_governance/field_activation_response_preflight.json,referenced_path,field_activation_response_preflight.json,generated_artifact,{},outputs/model_core_governance/field_activation_response_preflight.json,,"[""activation"", ""field"", ""preflight"", ""response""]"
file:outputs/model_core_governance/field_activation_response_repair_work_order.json,referenced_path,field_activation_response_repair_work_order.json,generated_artifact,{},outputs/model_core_governance/field_activation_response_repair_work_order.json,,"[""activation"", ""field"", ""order"", ""repair"", ""response"", ""work""]"
file:outputs/model_core_governance/field_activation_response_source_preflight.json,referenced_path,field_activation_response_source_preflight.json,generated_artifact,{},outputs/model_core_governance/field_activation_response_source_preflight.json,,"[""activation"", ""field"", ""preflight"", ""response"", ""source""]"
file:outputs/model_core_governance/field_activation_response_submission_packet.json,referenced_path,field_activation_response_submission_packet.json,generated_artifact,{},outputs/model_core_governance/field_activation_response_submission_packet.json,,"[""activation"", ""field"", ""packet"", ""response"", ""submission""]"
file:outputs/model_core_governance/field_activation_response_template.json,referenced_path,field_activation_response_template.json,generated_artifact,{},outputs/model_core_governance/field_activation_response_template.json,,"[""activation"", ""field"", ""response"", ""template""]"
file:outputs/model_core_governance/field_activation_schema_contract.json,referenced_path,field_activation_schema_contract.json,generated_artifact,{},outputs/model_core_governance/field_activation_schema_contract.json,,"[""activation"", ""contract"", ""field"", ""schema""]"
file:outputs/model_core_governance/field_activation_schema_preflight.json,referenced_path,field_activation_schema_preflight.json,generated_artifact,{},outputs/model_core_governance/field_activation_schema_preflight.json,,"[""activation"", ""field"", ""preflight"", ""schema""]"
file:outputs/model_core_governance/governance_recovery_integrity_audit.json,referenced_path,governance_recovery_integrity_audit.json,generated_artifact,{},outputs/model_core_governance/governance_recovery_integrity_audit.json,,"[""audit"", ""governance"", ""integrity"", ""recovery""]"
file:outputs/model_core_governance/new_core_interface_candidate_gate.json,referenced_path,new_core_interface_candidate_gate.json,generated_artifact,{},outputs/model_core_governance/new_core_interface_candidate_gate.json,,"[""candidate"", ""core"", ""gate"", ""interface"", ""new""]"
file:outputs/model_core_governance/priority_ranking.json,referenced_path,priority_ranking.json,generated_artifact,{},outputs/model_core_governance/priority_ranking.json,,"[""priority"", ""ranking""]"
file:outputs/model_core_governance/professional_technical_roadmap_evidence_audit.json,referenced_path,professional_technical_roadmap_evidence_audit.json,generated_artifact,{},outputs/model_core_governance/professional_technical_roadmap_evidence_audit.json,,"[""audit"", ""evidence"", ""professional"", ""roadmap"", ""technical""]"
file:outputs/model_core_governance/stage_boundary_external_action_board.json,referenced_path,stage_boundary_external_action_board.json,generated_artifact,{},outputs/model_core_governance/stage_boundary_external_action_board.json,,"[""action"", ""board"", ""boundary"", ""external"", ""stage""]"
file:outputs/multi_facility_collaborative_control/collaborative_control_metrics.json,referenced_path,collaborative_control_metrics.json,generated_artifact,{},outputs/multi_facility_collaborative_control/collaborative_control_metrics.json,,"[""collaborative"", ""control"", ""metrics""]"
file:outputs/multi_facility_replay_evaluation/agent52_replay_export/,referenced_path,agent52_replay_export,generated_artifact,{},outputs/multi_facility_replay_evaluation/agent52_replay_export/,,"[""agent"", ""agent52"", ""export"", ""replay""]"
file:outputs/multi_facility_replay_evaluation/agent52_replay_export/agent52_replay_export_manifest.json,referenced_path,agent52_replay_export_manifest.json,generated_artifact,{},outputs/multi_facility_replay_evaluation/agent52_replay_export/agent52_replay_export_manifest.json,,"[""agent"", ""agent52"", ""export"", ""manifest"", ""replay""]"
file:outputs/multi_facility_replay_evaluation/agent52_replay_export/agent52_replay_table.csv,referenced_path,agent52_replay_table.csv,generated_artifact,{},outputs/multi_facility_replay_evaluation/agent52_replay_export/agent52_replay_table.csv,,"[""agent"", ""agent52"", ""replay"", ""table""]"
file:outputs/multi_facility_replay_evaluation/agent52_replay_export/agent52_replay_table.rows.json,referenced_path,agent52_replay_table.rows.json,generated_artifact,{},outputs/multi_facility_replay_evaluation/agent52_replay_export/agent52_replay_table.rows.json,,"[""agent"", ""agent52"", ""replay"", ""rows"", ""table""]"
file:outputs/multi_facility_replay_evaluation/replay_evaluation_metrics.json,referenced_path,replay_evaluation_metrics.json,generated_artifact,{},outputs/multi_facility_replay_evaluation/replay_evaluation_metrics.json,,"[""evaluation"", ""metrics"", ""replay""]"
file:outputs/observation_contract_merge/observation_contract_metrics.json,referenced_path,observation_contract_metrics.json,generated_artifact,{},outputs/observation_contract_merge/observation_contract_metrics.json,,"[""contract"", ""metrics"", ""observation""]"
file:outputs/observation_contract_merge_report/observation_contract_merge_report.md,referenced_path,observation_contract_merge_report.md,generated_artifact,{},outputs/observation_contract_merge_report/observation_contract_merge_report.md,,"[""contract"", ""merge"", ""observation"", ""report""]"
file:outputs/observation_response_bridge/observation_response_bridge_metrics.json,referenced_path,observation_response_bridge_metrics.json,generated_artifact,{},outputs/observation_response_bridge/observation_response_bridge_metrics.json,,"[""bridge"", ""metrics"", ""observation"", ""response""]"
file:outputs/pressure_resolution_replay_scenario_pack/,referenced_path,pressure_resolution_replay_scenario_pack,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/,,"[""pack"", ""pressure"", ""replay"", ""resolution"", ""scenario""]"
file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows.json,referenced_path,pressure_resolution_replay_rows.json,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows.json,,"[""pressure"", ""replay"", ""resolution"", ""rows""]"
file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_batch_bundle_preflight.json,referenced_path,pressure_resolution_replay_rows_batch_bundle_preflight.json,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_batch_bundle_preflight.json,,"[""batch"", ""bundle"", ""preflight"", ""pressure"", ""replay"", ""resolution"", ""rows""]"
file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_collection_checklist.json,referenced_path,pressure_resolution_replay_rows_collection_checklist.json,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_collection_checklist.json,,"[""checklist"", ""collection"", ""pressure"", ""replay"", ""resolution"", ""rows""]"
file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_csv_template/,referenced_path,pressure_resolution_replay_rows_csv_template,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_csv_template/,,"[""csv"", ""pressure"", ""replay"", ""resolution"", ""rows"", ""template""]"
file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_route_handoff.json,referenced_path,pressure_resolution_replay_rows_downstream_route_handoff.json,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_route_handoff.json,,"[""downstream"", ""handoff"", ""pressure"", ""replay"", ""resolution"", ""route"", ""rows""]"
file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_routing_preflight.json,referenced_path,pressure_resolution_replay_rows_downstream_routing_preflight.json,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_routing_preflight.json,,"[""downstream"", ""preflight"", ""pressure"", ""replay"", ""resolution"", ""routing"", ""rows""]"
file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_operator_review_preflight.json,referenced_path,pressure_resolution_replay_rows_downstream_target_gate_operator_review_preflight.json,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_operator_review_preflight.json,,"[""downstream"", ""gate"", ""operator"", ""preflight"", ""pressure"", ""replay"", ""resolution"", ""review"", ""rows"", ""target""]"
file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_operator_review_template.json,referenced_path,pressure_resolution_replay_rows_downstream_target_gate_operator_review_template.json,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_operator_review_template.json,,"[""downstream"", ""gate"", ""operator"", ""pressure"", ""replay"", ""resolution"", ""review"", ""rows"", ""target"", ""template""]"
file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_post_review_gate.json,referenced_path,pressure_resolution_replay_rows_downstream_target_gate_post_review_gate.json,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_post_review_gate.json,,"[""downstream"", ""gate"", ""post"", ""pressure"", ""replay"", ""resolution"", ""review"", ""rows"", ""target""]"
file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_preflight.json,referenced_path,pressure_resolution_replay_rows_downstream_target_gate_preflight.json,generated_artifact,{},outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_preflight.json,,"[""downstream"", ""gate"", ""preflight"", ""pressure"", ""replay"", ""resolution"", ""rows"", ""target""]"
