confidence,evidence,kind,source,target
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/focused_catalyst_response_merge.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/formal_search_nonlegal_review_operator_packet.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/governance_recovery_integrity_audit.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/governance_report.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/grey_box_calibration_collection_work_order.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/grey_box_calibration_package_preflight.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/grey_box_submission_readiness_gate.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/issue_priority_ranking.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/model_core_goal.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/new_core_interface_candidate_gate.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/r7_real_field_replay_pipeline.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/real_field_package_acceptance_gate.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/self_interrupt_checklist.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/sparse_topology_installability_package_preflight.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/stage_boundary_external_action_board.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/user_interrupt_lessons.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/whole_model_logic_map.png
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_core_optimization/whole_model_logic_map_v2.png
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_realism_audit.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/model_upgrade_backlog.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/multi_facility_collaborative_control.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/multi_facility_replay_evaluation.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/ppt/low_cost_water_ai_formal_deck.pptx
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/presentation_outline.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/sensor_network_sparse_placement.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/soft_sensor_conformal_calibration.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/soft_sensor_field_holdout_gate.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/soft_sensor_uncertainty_validation.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/timestamped_campaign_replay_schema.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/visual_storyboard.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/weak_target_stratified_conformal.md
medium,,documents_or_references,file:deliverables/README.md,file:docs/agent_system_spec.md
medium,,documents_or_references,file:deliverables/README.md,file:docs/field_data_interface_spec.md
medium,,documents_or_references,file:deliverables/README.md,file:docs/project_overview_28_agent.md
medium,,documents_or_references,file:deliverables/README.md,file:docs/研究方案_Word兼容版.docx
medium,,documents_or_references,file:deliverables/README.md,file:experiments/run_agent50_model_core_governance.py
medium,,documents_or_references,file:deliverables/README.md,file:experiments/run_focused_catalyst_response_merge.py
medium,,documents_or_references,file:deliverables/README.md,file:notes/current_status.md
medium,,documents_or_references,file:deliverables/README.md,file:notes/iteration_log.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent23_post_replan_replay/agent23_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent27_recovery_execution_replay/agent27_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent28_recovery_online_control/agent28_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent29_project_synthesis/agent29_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent30_field_data_interface/agent30_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent30_field_data_interface/field_data_schema.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent30_field_data_interface/field_data_templates/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent30_field_data_interface/synthetic_field_data_package/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent31_deliverable_organization/agent31_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent32_presentation_assets/agent32_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent33_presentation_deck/agent33_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent34_field_calibration_gate/agent34_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent35_model_realism_audit/agent35_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent36_soft_sensor_uncertainty_validation/agent36_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent37_knowledge_graph_curation/agent37_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent37_knowledge_graph_curation/knowledge_graph_records.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent38_literature_evidence/agent38_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent38_literature_evidence/literature_evidence_records.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent39_soft_sensor_conformal_calibration/agent39_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent40_grey_box_dynamic_latency/agent40_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent41_matrix_shock_fast_proxy/agent41_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent42_timestamped_campaign_replay/agent42_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent43_field_replay_calibration_gate/agent43_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent44_field_replay_import/agent44_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent45_field_replay_evidence_chain/agent45_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent46_soft_sensor_field_holdout_gate/agent46_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent47_weak_target_stratified_conformal/agent47_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent48_sensor_network_sparse_placement/agent48_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent49_multi_facility_collaborative_control/agent49_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent50_model_core_governance/agent50_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent51_catalyst_activity_proxy/agent51_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent52_multi_facility_replay_evaluation/agent52_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent53_minimal_grey_box_physics/agent53_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent54_soft_sensor_matrix_coupling/agent54_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent55_engineering_execution_constraints/agent49_engineering_patched_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent55_engineering_execution_constraints/agent55_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent60_agent_architecture_consolidation/agent60_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/agent_architecture_consolidation/formal_search_nonlegal_review_operator_packet.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/catalyst_activity_proxy/catalyst_activity_proxy_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/catalyst_activity_proxy/field_proxy_holdout_summary.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/catalyst_response_submission_kit/focused_catalyst_response_template.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/closed_loop_robustness/closed_loop_robustness.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/control_replay_counterfactual_stress_report/control_replay_counterfactual_stress_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/design_sensitivity/design_sensitivity.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/engineering_execution_constraints/engineering_constraints_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_control_replay_package/field_control_replay_package_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_control_replay_package/field_control_replay_package_template/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_missingness_replay_package/field_missingness_replay_package_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_missingness_replay_package/field_missingness_replay_package_template/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_replay_calibration_gate/g6_p6_gate_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_replay_evidence_chain/evidence_chain_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_replay_import/import_acceptance_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_replay_import/import_schema.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_replay_import/real_field_package_preflight_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_replay_import/real_field_package_template/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_replay_import/real_field_package_template_preflight_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_replay_import/synthetic_replay_import_package/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_supported_kg_edge_package/field_supported_kg_edge_package_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/field_supported_kg_edge_package/field_supported_kg_edge_package_template/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/focused_catalyst_response_merge/focused_catalyst_response_merge_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/focused_catalyst_response_merge/focused_catalyst_response_repair_work_order.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/focused_catalyst_response_merge/focused_catalyst_response_source_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/focused_catalyst_response_merge/merged_full_field_activation_response_candidate.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/full_chain/full_chain_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/grey_box_calibration_package/grey_box_calibration_collection_work_order.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/grey_box_calibration_package/grey_box_calibration_package_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/grey_box_calibration_package/grey_box_calibration_package_template/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/grey_box_calibration_package/grey_box_field_calibration_summary.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/grey_box_calibration_package/grey_box_submission_readiness_gate.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/grey_box_dynamic_latency/latency_budget_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/matrix_shock_fast_proxy/fast_proxy_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/minimal_grey_box_physics/grey_box_physics_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/core_interface_consolidation.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/core_score_termination_gate.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/external_activation_contract.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/external_activation_operator_action_packet.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/external_activation_router.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/external_package_acquisition_maturity_gate.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/external_package_operator_action_packet.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/external_package_readiness_board.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_downstream_path_endpoint_preview.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_downstream_r7_preview.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_external_readiness_gate.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_materialized_package_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_matrix.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_package_assembly_plan.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_package_staging_manifest.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_response_coherence_audit.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_response_completion_ledger.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_response_focus_handoff.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_response_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_response_repair_work_order.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_response_source_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_response_template.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_schema_contract.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/field_activation_schema_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/governance_recovery_integrity_audit.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/new_core_interface_candidate_gate.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/priority_ranking.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/model_core_governance/stage_boundary_external_action_board.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/multi_facility_collaborative_control/collaborative_control_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/multi_facility_replay_evaluation/replay_evaluation_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/observation_contract_merge_report/observation_contract_merge_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/r7_real_field_replay_pipeline/field_package_submission_repair_response_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/r7_real_field_replay_pipeline/field_package_submission_repair_response_template.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/r7_real_field_replay_pipeline/field_package_submission_repair_work_order.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/r7_real_field_replay_pipeline/r7_real_field_replay_pipeline_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/r7_real_field_replay_pipeline/r7_real_field_replay_pipeline_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/scenario_sweep/scenario_sweep.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/sensor_network_sparse_placement/sparse_placement_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/soft_sensor_field_holdout_gate/field_holdout_gate_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/soft_sensor_training/soft_sensor_conformal_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/soft_sensor_training/soft_sensor_uncertainty_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/sparse_topology_installability_package/sparse_topology_installability_package_preflight.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/sparse_topology_installability_package/sparse_topology_installability_package_template/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/timestamped_campaign_replay/synthetic_timestamped_replay/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/timestamped_campaign_replay/templates/
medium,,documents_or_references,file:deliverables/README.md,file:outputs/timestamped_campaign_replay/timestamped_replay_schema.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/unified_field_evidence_gate/unified_field_evidence_gate_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:outputs/unified_field_evidence_gate_report/unified_field_evidence_gate_report.md
medium,,documents_or_references,file:deliverables/README.md,file:outputs/weak_target_stratified_conformal/weak_target_stratified_metrics.json
medium,,documents_or_references,file:deliverables/README.md,file:tests/test_agent50_core_interface_integration.py
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#CodeGraph-导航层
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#一句话结论
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#关键报告
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#实证校准门控
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#核心文档
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#核心模型逻辑图
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#模型真实性审计
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#正式展示包
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#真实数据模板
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#知识图谱策展
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#软传感不确定性验证
high,,has_heading,file:deliverables/README.md,heading:deliverables/README.md#项目成果包入口
high,,has_heading,file:deliverables/_目录说明.md,heading:deliverables/_目录说明.md#deliverables-目录说明
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/artifact_index.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/calibration_task_board.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/catalyst_activity_proxy.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/deck_claim_spine.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/deck_design_system.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/deck_qa_checklist.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/executive_brief.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/field_calibration_protocol.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/field_calibration_runbook.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/field_data_acceptance_gates.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/field_replay_calibration_gate.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/field_replay_evidence_chain.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/field_replay_import_protocol.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/figure_specs.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/grey_box_dynamic_latency.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/key_metrics_table.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/knowledge_graph_curation.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/knowledge_graph_schema.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/literature_evidence_matrix.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/literature_evidence_schema.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/matrix_shock_fast_proxy_control.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/minimal_grey_box_physics.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/catalyst_evidence_response_gate.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/catalyst_field_package_slice.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/catalyst_response_submission_kit.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/catalyst_slice_r7_patch_candidate.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/execution_prompt.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/external_activation_operator_action_packet.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/external_activation_router.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/external_evidence_matrix.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/field_activation_matrix.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/focused_catalyst_response_merge.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/goal_iteration_trace.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/governance_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/issue_priority_ranking.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/model_core_goal.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/observation_response_bridge.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/r7_real_field_replay_pipeline.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/self_interrupt_checklist.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_core_optimization/user_interrupt_lessons.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_realism_audit.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/model_upgrade_backlog.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/multi_facility_collaborative_control.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/multi_facility_replay_evaluation.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/ppt/low_cost_water_ai_formal_deck.pptx
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/presentation_outline.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/project_book_sections.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/sensor_network_sparse_placement.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/slide_narrative_script.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/soft_sensor_conformal_calibration.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/soft_sensor_field_holdout_gate.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/soft_sensor_matrix_coupling.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/soft_sensor_uncertainty_validation.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/timestamped_campaign_replay_schema.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/visual_storyboard.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:deliverables/weak_target_stratified_conformal.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:docs/agent_system_spec.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:docs/field_data_interface_spec.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:docs/project_overview_28_agent.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:docs/研究方案_Word兼容版.docx
medium,,documents_or_references,file:deliverables/artifact_index.md,file:notes/current_status.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:notes/iteration_log.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent23_post_replan_replay/agent23_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent27_recovery_execution_replay/agent27_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent28_recovery_online_control/agent28_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent29_project_synthesis/agent29_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent30_field_data_interface/agent30_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent30_field_data_interface/field_data_schema.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent30_field_data_interface/field_data_templates/
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent30_field_data_interface/synthetic_field_data_package/
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent34_field_calibration_gate/agent34_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent35_model_realism_audit/agent35_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent36_soft_sensor_uncertainty_validation/agent36_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent37_knowledge_graph_curation/agent37_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent37_knowledge_graph_curation/knowledge_graph_records.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent38_literature_evidence/agent38_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent38_literature_evidence/literature_evidence_records.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent39_soft_sensor_conformal_calibration/agent39_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent40_grey_box_dynamic_latency/agent40_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent41_matrix_shock_fast_proxy/agent41_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent42_timestamped_campaign_replay/agent42_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent43_field_replay_calibration_gate/agent43_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent44_field_replay_import/agent44_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent45_field_replay_evidence_chain/agent45_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent46_soft_sensor_field_holdout_gate/agent46_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent47_weak_target_stratified_conformal/agent47_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent48_sensor_network_sparse_placement/agent48_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent49_multi_facility_collaborative_control/agent49_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent50_model_core_governance/agent50_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent51_catalyst_activity_proxy/agent51_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent52_multi_facility_replay_evaluation/agent52_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent53_minimal_grey_box_physics/agent53_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/agent54_soft_sensor_matrix_coupling/agent54_report.md
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/catalyst_activity_proxy/catalyst_activity_proxy_metrics.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/catalyst_activity_proxy/field_proxy_holdout_summary.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/catalyst_evidence_response_gate/catalyst_evidence_response_gate_metrics.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/catalyst_field_package_slice/catalyst_field_package_slice_metrics.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/catalyst_field_package_slice/focused_field_package_slice_template
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/catalyst_field_package_slice/focused_field_package_slice_template_summary.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/catalyst_response_submission_kit/catalyst_response_submission_kit_metrics.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/catalyst_response_submission_kit/focused_catalyst_response_schema.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/catalyst_response_submission_kit/focused_catalyst_response_template.json
medium,,documents_or_references,file:deliverables/artifact_index.md,file:outputs/catalyst_response_submission_kit/focused_to_full_response_merge_plan.json
